Loan ID,Issue Date,Borrower ID,State,Loan Amount,Interest Rate,Term (Months),Loan Status,Loan Grade,Loan Intent,Annual Income,Home Ownership,DTI,LTV,Total Payments Received,Recovery Amount
L0433,2023-08-06,B0433,TX,27289,24.6,36,Current,B,debt consolidation,149277,OWN,0.48,0.83,2575.97,0.0
L0434,2023-06-10,B0434,OH,4389,17.4,60,Current,C,other,64314,RENT,0.45,0.89,1442.19,0.0
L0435,2022-07-23,B0435,IL,26683,16.2,60,Fully Paid,D,small business,78225,OWN,0.28,0.6,31005.65,0.0
L0436,2023-11-29,B0436,FL,14629,17.6,36,Fully Paid,B,debt consolidation,117985,MORTGAGE,0.49,0.57,17203.7,0.0
L0437,2021-04-19,B0437,GA,25826,15.7,60,Current,A,debt consolidation,113014,MORTGAGE,0.1,0.53,2961.24,0.0
L0438,2023-12-02,B0438,NC,36198,17.7,60,Fully Paid,D,small business,65179,OWN,0.35,0.87,42605.05,0.0
L0439,2023-07-24,B0439,NC,27630,14.0,60,Fully Paid,F,small business,147305,MORTGAGE,0.35,0.64,31498.2,0.0
L0440,2022-02-02,B0440,NY,34226,9.4,36,Fully Paid,D,small business,142417,RENT,0.28,0.68,37443.24,0.0
L0441,2022-09-26,B0441,NY,33975,7.4,36,Fully Paid,D,other,55338,OWN,0.26,0.73,36489.15,0.0
L0442,2023-01-03,B0442,IL,1899,6.4,36,Charged Off,B,small business,122435,OWN,0.28,0.88,487.5,737.8
L0443,2021-08-23,B0443,IL,12653,10.3,60,Fully Paid,A,other,99681,RENT,0.27,0.79,13956.26,0.0
L0444,2022-10-20,B0444,MI,28961,5.9,36,Current,D,home improvement,62101,RENT,0.39,0.78,1542.14,0.0
L0445,2023-01-21,B0445,TX,17405,16.3,60,Fully Paid,B,debt consolidation,32775,OWN,0.15,0.58,20242.02,0.0
L0446,2022-08-11,B0446,CA,9601,10.7,60,Fully Paid,E,debt consolidation,141497,RENT,0.18,0.73,10628.31,0.0
L0447,2023-10-30,B0447,GA,34662,21.5,36,Fully Paid,A,credit card,127183,OWN,0.17,0.82,42114.33,0.0
L0448,2023-08-12,B0448,NY,34282,6.5,36,Fully Paid,B,home improvement,75619,RENT,0.2,0.94,36510.33,0.0
L0449,2022-05-07,B0449,CA,22288,9.5,60,Fully Paid,B,small business,75838,OWN,0.31,0.59,24405.36,0.0
L0450,2023-07-02,B0450,CA,30545,19.6,60,Current,F,small business,49539,RENT,0.14,0.5,5878.95,0.0
L0451,2021-06-19,B0451,TX,37877,17.0,36,Fully Paid,A,home improvement,132274,RENT,0.45,0.53,44316.09,0.0
L0452,2023-08-04,B0452,PA,16313,6.3,36,Fully Paid,A,small business,87124,MORTGAGE,0.22,0.67,17340.72,0.0
L0453,2023-03-06,B0453,PA,16349,22.5,36,Fully Paid,A,credit card,95149,MORTGAGE,0.17,0.87,20027.53,0.0
L0454,2022-09-26,B0454,NY,8179,22.5,60,Fully Paid,E,other,56616,MORTGAGE,0.37,0.5,10019.28,0.0
L0455,2021-01-29,B0455,FL,11326,11.6,60,Charged Off,A,debt consolidation,109655,RENT,0.12,0.71,3433.56,1960.48
L0456,2021-12-05,B0456,TX,2560,11.8,60,Fully Paid,A,home improvement,120695,OWN,0.35,0.65,2862.08,0.0
L0457,2022-05-15,B0457,TX,14612,24.8,60,Fully Paid,A,debt consolidation,84567,RENT,0.38,0.52,18235.78,0.0
L0458,2022-05-26,B0458,OH,18650,17.5,60,Fully Paid,D,other,67099,MORTGAGE,0.19,0.7,21913.75,0.0
L0459,2021-08-05,B0459,CA,27745,15.6,36,Late (31-120 days),A,home improvement,105831,RENT,0.12,0.61,0.0,0.0
L0460,2023-12-30,B0460,OH,32890,21.8,36,Fully Paid,B,other,130246,MORTGAGE,0.25,0.66,40060.02,0.0
L0461,2022-03-21,B0461,CA,21022,10.7,60,Current,B,small business,91799,MORTGAGE,0.14,0.82,5630.06,0.0
L0462,2023-05-26,B0462,PA,5780,13.6,60,Fully Paid,C,small business,120221,OWN,0.15,0.73,6566.08,0.0
L0463,2021-06-16,B0463,NY,19311,10.4,36,Charged Off,D,small business,144879,OWN,0.2,0.56,7598.51,3245.92
L0464,2021-04-01,B0464,GA,29380,20.8,36,Charged Off,C,other,55479,MORTGAGE,0.22,0.93,10642.35,10361.47
L0465,2022-12-15,B0465,PA,3356,16.5,36,Current,F,other,76172,MORTGAGE,0.31,0.79,710.07,0.0
L0466,2021-02-08,B0466,TX,5790,18.2,36,Fully Paid,F,other,129165,RENT,0.37,0.84,6843.78,0.0
L0467,2021-06-22,B0467,GA,27911,10.0,60,Fully Paid,B,debt consolidation,85863,MORTGAGE,0.34,0.54,30702.1,0.0
L0468,2022-10-15,B0468,IL,25363,9.4,36,Fully Paid,D,other,72043,RENT,0.16,0.52,27747.12,0.0
L0469,2023-01-24,B0469,GA,21049,14.8,60,Fully Paid,D,small business,112569,MORTGAGE,0.17,0.51,24164.25,0.0
L0470,2023-12-18,B0470,GA,11181,19.8,36,Fully Paid,F,credit card,132438,OWN,0.45,0.58,13394.84,0.0
L0471,2022-04-21,B0471,PA,17082,15.5,36,Fully Paid,B,other,140107,OWN,0.32,0.69,19729.71,0.0
L0472,2022-04-01,B0472,TX,1661,5.7,36,Current,C,credit card,45408,MORTGAGE,0.45,0.92,117.05,0.0
L0473,2023-04-09,B0473,GA,38412,22.4,60,Fully Paid,B,small business,87980,RENT,0.25,0.71,47016.29,0.0
L0474,2023-06-14,B0474,PA,3920,6.3,60,Fully Paid,E,other,112956,RENT,0.35,0.63,4166.96,0.0
L0475,2023-10-22,B0475,PA,26658,24.1,36,Fully Paid,A,debt consolidation,46351,RENT,0.31,0.75,33082.58,0.0
L0476,2022-01-22,B0476,GA,15025,5.5,60,In Grace Period,A,debt consolidation,34131,MORTGAGE,0.23,0.55,0.0,0.0
L0477,2021-12-14,B0477,CA,9946,18.9,60,Fully Paid,B,credit card,146836,MORTGAGE,0.29,0.77,11825.79,0.0
L0478,2021-07-09,B0478,TX,29706,6.6,36,Current,A,debt consolidation,74825,OWN,0.3,0.76,12789.38,0.0
L0479,2022-05-20,B0479,NC,17309,23.2,36,Fully Paid,C,debt consolidation,41349,OWN,0.18,0.86,21324.69,0.0
L0480,2023-04-04,B0480,GA,34120,14.3,60,Fully Paid,A,debt consolidation,90931,MORTGAGE,0.23,0.94,38999.16,0.0
L0481,2023-07-18,B0481,OH,31027,7.8,60,Fully Paid,B,small business,74254,OWN,0.42,0.61,33447.11,0.0
L0482,2023-07-23,B0482,OH,8005,11.8,60,Fully Paid,F,debt consolidation,68225,RENT,0.47,0.73,8949.59,0.0
L0483,2021-05-14,B0483,IL,1956,8.3,36,Current,B,home improvement,134383,RENT,0.24,0.91,899.87,0.0
L0484,2021-02-27,B0484,TX,35839,8.4,36,Current,D,other,42453,MORTGAGE,0.22,0.85,15026.66,0.0
L0485,2022-11-16,B0485,PA,9595,24.0,60,Fully Paid,A,debt consolidation,48814,RENT,0.18,0.72,11897.8,0.0
L0486,2022-11-03,B0486,MI,13803,13.9,36,Late (31-120 days),A,debt consolidation,48263,MORTGAGE,0.37,0.93,0.0,0.0
L0487,2021-06-22,B0487,NY,26963,20.8,36,Fully Paid,E,debt consolidation,107694,RENT,0.23,0.53,32571.3,0.0
L0488,2023-03-26,B0488,FL,37221,17.8,60,In Grace Period,D,home improvement,45735,MORTGAGE,0.5,0.92,0.0,0.0
L0489,2021-03-21,B0489,MI,34723,18.5,60,In Grace Period,B,debt consolidation,45830,RENT,0.23,0.52,0.0,0.0
L0490,2023-06-05,B0490,TX,16282,7.6,36,Fully Paid,F,debt consolidation,77893,RENT,0.26,0.75,17519.43,0.0
L0491,2021-07-22,B0491,TX,5703,9.7,36,Fully Paid,F,other,74673,OWN,0.34,0.9,6256.19,0.0
L0492,2023-02-03,B0492,GA,7563,20.7,60,Fully Paid,G,home improvement,119462,OWN,0.42,0.62,9128.54,0.0
L0493,2021-02-16,B0493,GA,26849,24.4,36,Current,B,home improvement,75066,OWN,0.29,0.71,2888.35,0.0
L0494,2022-10-18,B0494,MI,32860,10.3,36,Fully Paid,A,debt consolidation,130315,OWN,0.27,0.65,36244.58,0.0
L0495,2022-04-16,B0495,PA,32585,10.4,60,Late (31-120 days),C,home improvement,33373,OWN,0.5,0.93,0.0,0.0
L0496,2023-08-29,B0496,IL,23015,14.5,60,Current,D,credit card,40335,OWN,0.1,0.87,11485.91,0.0
L0497,2023-11-02,B0497,GA,13003,24.7,36,Fully Paid,A,home improvement,53741,MORTGAGE,0.46,0.82,16214.74,0.0
L0498,2023-01-06,B0498,FL,27958,10.4,36,Fully Paid,E,home improvement,40692,MORTGAGE,0.16,0.76,30865.63,0.0
L0499,2023-02-23,B0499,FL,27017,13.1,36,Current,A,home improvement,77295,OWN,0.41,0.87,4494.63,0.0
L0500,2023-08-26,B0500,IL,12171,22.8,60,Fully Paid,C,small business,75541,MORTGAGE,0.35,0.68,14945.99,0.0
L0501,2021-12-24,B0501,CA,13201,5.1,36,Current,B,small business,64057,OWN,0.24,0.7,4962.15,0.0
L0502,2023-08-30,B0502,CA,30426,5.8,36,Fully Paid,D,small business,96983,MORTGAGE,0.45,0.83,32190.71,0.0
L0503,2022-10-30,B0503,TX,18778,17.1,60,Fully Paid,B,home improvement,49583,RENT,0.11,0.66,21989.04,0.0
L0504,2022-01-08,B0504,GA,22116,23.1,60,Fully Paid,E,credit card,52765,MORTGAGE,0.19,0.53,27224.8,0.0
L0505,2023-10-29,B0505,OH,34297,9.8,36,Current,C,home improvement,89287,MORTGAGE,0.33,0.53,15729.14,0.0
L0506,2022-11-07,B0506,MI,20342,14.4,60,Fully Paid,E,debt consolidation,53906,MORTGAGE,0.24,0.55,23271.25,0.0
L0507,2021-03-31,B0507,NC,28490,14.0,60,Current,G,credit card,115103,RENT,0.34,0.89,4446.13,0.0
L0508,2022-11-29,B0508,IL,20975,14.5,36,Fully Paid,D,small business,109675,OWN,0.11,0.71,24016.38,0.0
L0509,2022-06-24,B0509,TX,27723,17.5,60,Current,G,other,76525,MORTGAGE,0.15,0.82,12716.99,0.0
L0510,2023-01-02,B0510,OH,24279,14.4,60,Current,A,credit card,68230,MORTGAGE,0.15,0.68,4595.21,0.0
L0511,2023-05-19,B0511,GA,13765,13.9,36,Fully Paid,B,small business,147904,RENT,0.18,0.62,15678.34,0.0
L0512,2021-02-10,B0512,OH,12561,14.5,60,Current,A,credit card,49520,OWN,0.28,0.66,6147.18,0.0
L0513,2023-01-10,B0513,OH,1525,16.8,36,Fully Paid,B,credit card,115238,MORTGAGE,0.4,0.86,1781.2,0.0
L0514,2022-05-17,B0514,IL,23861,15.7,36,Fully Paid,E,home improvement,81934,RENT,0.46,0.78,27607.18,0.0
L0515,2023-08-17,B0515,TX,34142,22.1,60,Fully Paid,A,debt consolidation,55566,OWN,0.43,0.92,41687.38,0.0
L0516,2023-07-18,B0516,PA,27916,6.0,60,Current,C,other,103193,OWN,0.18,0.81,4929.04,0.0
L0517,2022-04-06,B0517,FL,5648,21.7,60,Charged Off,C,small business,133224,MORTGAGE,0.28,0.76,2180.3,1908.91
L0518,2023-01-02,B0518,MI,36133,21.9,36,Current,C,credit card,60134,MORTGAGE,0.18,0.77,2677.28,0.0
L0519,2023-01-22,B0519,TX,31523,10.7,60,Fully Paid,C,other,40345,MORTGAGE,0.21,0.92,34895.96,0.0
L0520,2023-07-14,B0520,NC,30052,14.3,36,Current,E,credit card,71185,MORTGAGE,0.3,0.85,11094.37,0.0
L0521,2023-06-28,B0521,OH,35414,13.8,60,Fully Paid,A,debt consolidation,145464,RENT,0.13,0.51,40301.13,0.0
L0522,2022-01-25,B0522,PA,33781,9.4,60,Charged Off,B,other,122949,RENT,0.19,0.74,8770.67,14712.11
L0523,2023-06-02,B0523,IL,5599,12.9,60,Fully Paid,C,small business,100744,MORTGAGE,0.47,0.81,6321.27,0.0
L0524,2021-09-13,B0524,NY,36046,5.9,36,Late (31-120 days),D,credit card,63455,OWN,0.29,0.84,0.0,0.0
L0525,2022-12-10,B0525,MI,36923,10.6,60,Current,B,debt consolidation,145217,MORTGAGE,0.28,0.6,9786.24,0.0
L0526,2022-03-26,B0526,MI,4814,21.3,60,Current,E,other,58018,OWN,0.11,0.89,724.86,0.0
L0527,2021-01-10,B0527,FL,36984,10.7,36,Current,B,credit card,84219,OWN,0.2,0.93,13592.29,0.0
L0528,2023-04-04,B0528,NY,27616,21.4,36,Fully Paid,B,credit card,75991,OWN,0.45,0.61,33525.82,0.0
L0529,2023-03-09,B0529,GA,3113,15.6,60,Current,A,small business,103616,RENT,0.17,0.9,422.95,0.0
L0530,2023-05-27,B0530,NY,14760,22.6,60,Fully Paid,C,debt consolidation,117438,OWN,0.27,0.54,18095.76,0.0
L0531,2023-10-26,B0531,OH,22927,16.5,60,Current,D,home improvement,146841,OWN,0.11,0.53,6850.1,0.0
L0532,2023-10-13,B0532,OH,21939,5.6,36,Current,A,credit card,39486,RENT,0.29,0.56,3597.13,0.0
L0533,2022-01-09,B0533,OH,33419,18.5,36,Charged Off,B,other,68862,OWN,0.11,0.53,12922.67,11291.82
L0534,2023-12-25,B0534,OH,13588,5.9,36,Fully Paid,E,small business,88870,OWN,0.43,0.88,14389.69,0.0
L0535,2021-05-26,B0535,TX,37142,14.0,36,Fully Paid,B,small business,116694,MORTGAGE,0.43,0.53,42341.88,0.0
L0536,2021-08-12,B0536,MI,34397,23.6,60,Fully Paid,A,credit card,135996,OWN,0.42,0.62,42514.69,0.0
L0537,2021-06-26,B0537,NY,17653,8.3,36,Current,D,credit card,73856,OWN,0.21,0.55,1110.09,0.0
L0538,2023-05-03,B0538,MI,11831,12.8,36,Fully Paid,A,credit card,131407,OWN,0.43,0.63,13345.37,0.0
L0539,2021-03-04,B0539,NC,6724,19.6,36,Fully Paid,F,home improvement,130744,OWN,0.32,0.54,8041.9,0.0
L0540,2023-04-07,B0540,NY,12083,22.6,60,Current,A,credit card,116055,OWN,0.25,0.8,1690.14,0.0
L0541,2023-03-06,B0541,TX,20816,18.4,60,Current,D,debt consolidation,61379,RENT,0.35,0.56,3310.57,0.0
L0542,2022-11-20,B0542,NC,7276,10.2,36,Fully Paid,C,other,94729,OWN,0.1,0.88,8018.15,0.0
L0543,2021-04-15,B0543,MI,39663,18.5,36,Fully Paid,E,credit card,58378,OWN,0.16,0.87,47000.66,0.0
L0544,2022-05-26,B0544,NC,14994,10.9,60,Current,A,home improvement,135428,RENT,0.4,0.51,3543.54,0.0
L0545,2022-01-20,B0545,FL,24499,19.4,60,Fully Paid,D,other,84353,RENT,0.2,0.9,29251.81,0.0
L0546,2022-02-09,B0546,NC,24040,24.1,60,Current,C,small business,79996,OWN,0.34,0.51,3719.68,0.0
L0547,2023-04-03,B0547,NY,17959,19.4,60,Fully Paid,C,credit card,44031,OWN,0.25,0.61,21443.05,0.0
L0548,2022-06-02,B0548,OH,7099,22.3,60,Charged Off,C,other,110072,OWN,0.44,0.51,1756.33,874.52
L0549,2022-04-21,B0549,OH,20576,5.0,60,Fully Paid,D,small business,95982,MORTGAGE,0.48,0.65,21604.8,0.0
L0550,2022-12-10,B0550,GA,36946,19.4,60,Fully Paid,F,home improvement,66683,MORTGAGE,0.45,0.73,44113.52,0.0
L0551,2023-02-10,B0551,MI,7116,21.6,60,Current,A,debt consolidation,144091,OWN,0.21,0.86,3149.61,0.0
L0552,2023-11-13,B0552,FL,16563,5.8,36,Current,A,credit card,147797,RENT,0.18,0.65,6135.41,0.0
L0553,2023-09-24,B0553,NY,27788,22.4,36,Fully Paid,E,debt consolidation,47618,OWN,0.29,0.82,34012.51,0.0
L0554,2022-11-08,B0554,NY,27928,10.1,36,Current,A,home improvement,36587,RENT,0.1,0.58,8685.13,0.0
L0555,2022-12-15,B0555,IL,37336,18.3,36,Fully Paid,G,other,92790,RENT,0.11,0.84,44168.49,0.0
L0556,2021-03-24,B0556,CA,10847,21.0,36,Charged Off,C,other,61480,RENT,0.32,0.61,1374.33,4848.7
L0557,2022-04-02,B0557,MI,27155,18.3,36,Current,D,home improvement,128530,OWN,0.31,0.56,9838.16,0.0
L0558,2021-01-01,B0558,NY,15135,6.8,60,Fully Paid,A,home improvement,50527,OWN,0.5,0.58,16164.18,0.0
L0559,2021-02-20,B0559,PA,18774,16.9,60,Current,A,credit card,53569,RENT,0.18,0.58,2344.62,0.0
L0560,2022-11-16,B0560,NY,2742,16.0,36,Fully Paid,D,small business,41151,MORTGAGE,0.2,0.73,3180.72,0.0
L0561,2022-12-18,B0561,IL,19309,23.0,36,Fully Paid,F,debt consolidation,101094,MORTGAGE,0.15,0.88,23750.07,0.0
L0562,2022-03-25,B0562,NC,1619,13.1,60,Late (31-120 days),G,debt consolidation,89174,MORTGAGE,0.47,0.54,0.0,0.0
L0563,2023-05-31,B0563,TX,18658,11.4,60,Current,A,other,74739,RENT,0.41,0.82,7535.32,0.0
L0564,2022-05-03,B0564,TX,35707,20.0,60,Fully Paid,A,other,62954,OWN,0.43,0.79,42848.4,0.0
L0565,2021-02-03,B0565,PA,21337,13.3,36,Fully Paid,A,credit card,142984,RENT,0.46,0.89,24174.82,0.0
L0566,2021-04-05,B0566,PA,17001,17.9,60,Fully Paid,E,home improvement,142863,MORTGAGE,0.31,0.61,20044.18,0.0
L0567,2021-06-03,B0567,GA,1968,17.9,36,Late (31-120 days),B,debt consolidation,139373,OWN,0.28,0.7,0.0,0.0
L0568,2021-09-07,B0568,TX,26892,22.8,36,Fully Paid,A,credit card,65303,RENT,0.23,0.92,33023.38,0.0
L0569,2022-11-05,B0569,NC,26619,17.0,60,Fully Paid,A,other,64700,RENT,0.34,0.8,31144.23,0.0
L0570,2022-03-14,B0570,TX,1281,15.0,60,Fully Paid,B,other,123036,MORTGAGE,0.28,0.67,1473.15,0.0
L0571,2021-04-28,B0571,CA,28420,7.8,36,Fully Paid,G,debt consolidation,97568,RENT,0.28,0.56,30636.76,0.0
L0572,2023-02-10,B0572,MI,16360,7.3,60,Fully Paid,C,other,96788,OWN,0.47,0.62,17554.28,0.0
L0573,2021-09-25,B0573,TX,2058,8.1,60,Fully Paid,A,other,101045,MORTGAGE,0.49,0.76,2224.7,0.0
L0574,2023-12-14,B0574,OH,21677,8.4,36,Fully Paid,B,small business,67842,MORTGAGE,0.42,0.82,23497.87,0.0
L0575,2021-08-24,B0575,GA,11724,17.8,60,Fully Paid,B,home improvement,43900,OWN,0.4,0.56,13810.87,0.0
L0576,2022-01-24,B0576,IL,29404,19.8,36,Charged Off,A,other,110059,MORTGAGE,0.37,0.77,5146.2,7396.67
L0577,2023-09-17,B0577,PA,38946,15.6,36,Fully Paid,A,small business,31881,RENT,0.17,0.75,45021.58,0.0
L0578,2023-02-02,B0578,CA,30856,21.6,60,Current,D,credit card,63037,RENT,0.12,0.73,7333.61,0.0
L0579,2022-02-05,B0579,PA,10200,24.8,36,Current,A,other,31630,MORTGAGE,0.38,0.81,2118.66,0.0
L0580,2022-09-16,B0580,GA,34997,21.4,36,Current,A,credit card,50789,OWN,0.39,0.88,15275.01,0.0
L0581,2023-02-06,B0581,NY,26611,18.9,60,Charged Off,B,other,118059,RENT,0.12,0.65,3671.34,13658.29
L0582,2023-07-08,B0582,CA,36057,15.6,60,Fully Paid,D,debt consolidation,113494,OWN,0.47,0.9,41681.89,0.0
L0583,2023-05-03,B0583,FL,2239,14.0,60,Fully Paid,C,small business,76151,RENT,0.14,0.57,2552.46,0.0
L0584,2022-08-01,B0584,CA,39138,6.7,36,Fully Paid,D,small business,78920,RENT,0.21,0.58,41760.25,0.0
L0585,2021-03-16,B0585,GA,1125,13.0,36,Fully Paid,C,debt consolidation,139388,MORTGAGE,0.37,0.62,1271.25,0.0
L0586,2022-03-11,B0586,IL,24857,23.2,60,Current,D,home improvement,97231,MORTGAGE,0.17,0.55,7569.96,0.0
L0587,2021-04-13,B0587,CA,16398,21.2,36,Current,A,small business,147946,OWN,0.12,0.6,1868.19,0.0
L0588,2023-02-03,B0588,GA,7638,9.3,60,Charged Off,F,credit card,110357,MORTGAGE,0.23,0.55,2378.77,1767.84
L0589,2023-01-08,B0589,NC,7570,14.3,60,Fully Paid,A,small business,33262,RENT,0.41,0.87,8652.51,0.0
L0590,2023-03-17,B0590,MI,4249,21.3,36,Charged Off,B,home improvement,96981,RENT,0.27,0.56,1578.6,1006.52
L0591,2021-04-08,B0591,TX,10110,6.3,60,Fully Paid,D,credit card,111972,OWN,0.36,0.84,10746.93,0.0
L0592,2023-03-09,B0592,NC,14605,12.7,36,Fully Paid,B,credit card,105485,OWN,0.33,0.52,16459.84,0.0
L0593,2023-05-09,B0593,GA,13115,22.0,36,Fully Paid,F,debt consolidation,84722,RENT,0.11,0.93,16000.3,0.0
L0594,2022-03-11,B0594,OH,23911,13.1,60,Current,C,other,119499,MORTGAGE,0.5,0.82,5871.91,0.0
L0595,2022-03-23,B0595,NY,39525,6.6,36,Fully Paid,E,debt consolidation,80818,MORTGAGE,0.12,0.5,42133.65,0.0
L0596,2021-09-06,B0596,TX,33556,15.9,60,Charged Off,E,other,59932,OWN,0.49,0.84,8269.13,9226.86
L0597,2021-06-15,B0597,OH,13595,22.2,36,Charged Off,G,debt consolidation,36901,OWN,0.32,0.73,5141.99,2205.12
L0598,2023-09-11,B0598,IL,2969,16.8,36,Charged Off,F,other,147473,RENT,0.49,0.85,760.95,303.63
L0599,2023-10-17,B0599,PA,18275,9.5,36,Fully Paid,F,small business,129023,RENT,0.15,0.74,20011.12,0.0
L0600,2022-06-26,B0600,FL,5470,12.7,60,Charged Off,D,credit card,38597,OWN,0.3,0.79,1347.15,2258.6
L0601,2023-01-29,B0601,TX,11225,14.0,36,Current,B,other,93909,RENT,0.17,0.85,3482.53,0.0
L0602,2021-03-22,B0602,NC,24196,16.6,60,Fully Paid,A,small business,102391,OWN,0.12,0.68,28212.54,0.0
L0603,2021-05-13,B0603,NY,14669,20.2,36,Fully Paid,D,home improvement,114214,OWN,0.35,0.5,17632.14,0.0
L0604,2023-03-08,B0604,OH,38380,7.0,36,Fully Paid,G,debt consolidation,38263,MORTGAGE,0.18,0.88,41066.6,0.0
L0605,2023-06-19,B0605,GA,39006,22.8,60,Fully Paid,D,home improvement,93293,OWN,0.34,0.67,47899.37,0.0
L0606,2021-05-18,B0606,TX,16577,5.2,60,Fully Paid,F,small business,142824,RENT,0.14,0.72,17439.0,0.0
L0607,2021-07-03,B0607,PA,23473,12.4,60,Late (31-120 days),E,home improvement,55805,MORTGAGE,0.23,0.5,0.0,0.0
L0608,2023-02-24,B0608,GA,29625,5.5,60,Fully Paid,A,home improvement,121679,MORTGAGE,0.41,0.72,31254.37,0.0
L0609,2023-09-11,B0609,OH,16504,12.9,60,Fully Paid,A,small business,41874,RENT,0.27,0.94,18633.02,0.0
L0610,2021-03-10,B0610,NY,25089,15.5,36,Late (31-120 days),B,credit card,123065,RENT,0.35,0.63,0.0,0.0
L0611,2022-06-30,B0611,CA,37487,15.2,36,Fully Paid,A,other,116402,RENT,0.36,0.68,43185.02,0.0
L0612,2021-02-22,B0612,PA,1302,8.3,60,Charged Off,C,debt consolidation,44079,OWN,0.44,0.81,399.41,452.5
L0613,2021-07-24,B0613,GA,32463,17.9,36,Fully Paid,G,other,79850,MORTGAGE,0.23,0.87,38273.88,0.0
L0614,2021-05-06,B0614,PA,30259,5.9,36,Current,D,debt consolidation,102779,OWN,0.37,0.69,2968.33,0.0
L0615,2021-02-12,B0615,IL,38208,20.2,36,Fully Paid,B,other,125408,OWN,0.48,0.64,45926.02,0.0
L0616,2021-04-21,B0616,GA,31659,23.9,60,Current,A,home improvement,39018,OWN,0.39,0.92,13280.94,0.0
L0617,2023-01-31,B0617,TX,36840,11.8,36,Fully Paid,B,credit card,79500,OWN,0.3,0.8,41187.12,0.0
L0618,2023-04-28,B0618,CA,32890,15.3,36,Current,C,home improvement,42100,MORTGAGE,0.35,0.55,8090.19,0.0
L0619,2021-04-05,B0619,CA,14598,12.6,36,Fully Paid,B,credit card,87021,MORTGAGE,0.4,0.53,16437.35,0.0
L0620,2023-06-19,B0620,FL,20508,5.1,60,Charged Off,A,small business,144995,OWN,0.34,0.72,2495.92,3057.79
L0621,2021-12-26,B0621,PA,14380,12.7,36,Fully Paid,B,debt consolidation,49800,RENT,0.11,0.6,16206.26,0.0
L0622,2023-06-19,B0622,NC,27984,20.8,36,Fully Paid,B,debt consolidation,93400,MORTGAGE,0.18,0.61,33804.67,0.0
L0623,2021-10-08,B0623,CA,9125,16.9,60,Current,F,small business,122446,OWN,0.42,0.89,3684.51,0.0
L0624,2022-10-29,B0624,CA,37059,7.0,60,Fully Paid,A,other,59437,RENT,0.21,0.54,39653.13,0.0
L0625,2021-04-03,B0625,IL,5033,21.9,36,Current,A,small business,133124,RENT,0.39,0.82,1105.39,0.0
L0626,2022-11-03,B0626,MI,38873,15.6,36,Late (31-120 days),A,small business,106537,OWN,0.25,0.62,0.0,0.0
L0627,2021-03-02,B0627,IL,18087,21.8,60,Current,B,credit card,76675,MORTGAGE,0.31,0.84,1721.26,0.0
L0628,2022-09-26,B0628,IL,6704,16.6,60,Fully Paid,D,small business,49942,RENT,0.13,0.83,7816.86,0.0
L0629,2023-12-11,B0629,MI,8848,16.2,60,Current,D,debt consolidation,50862,MORTGAGE,0.17,0.5,2965.85,0.0
L0630,2023-10-26,B0630,PA,22592,7.1,60,Current,C,home improvement,41669,MORTGAGE,0.48,0.73,10077.37,0.0
L0631,2022-08-27,B0631,GA,7924,8.3,60,Current,D,credit card,83772,RENT,0.46,0.56,3561.75,0.0
L0632,2022-11-13,B0632,NY,28208,24.4,60,Fully Paid,B,credit card,45916,OWN,0.36,0.89,35090.75,0.0
L0633,2022-06-18,B0633,NC,20614,9.6,60,Fully Paid,D,other,40878,RENT,0.28,0.89,22592.94,0.0
L0634,2023-04-18,B0634,CA,1488,24.5,36,Fully Paid,A,home improvement,32985,RENT,0.37,0.69,1852.56,0.0
L0635,2022-10-07,B0635,FL,26923,15.6,60,Fully Paid,B,credit card,127905,MORTGAGE,0.35,0.7,31122.99,0.0
L0636,2021-08-21,B0636,NC,36941,7.7,60,Fully Paid,E,small business,103648,OWN,0.33,0.64,39785.46,0.0
L0637,2022-06-08,B0637,GA,30165,7.0,36,Fully Paid,E,credit card,71235,MORTGAGE,0.12,0.82,32276.55,0.0
L0638,2021-12-12,B0638,MI,2667,9.2,60,Current,D,credit card,48931,RENT,0.35,0.66,1282.69,0.0
L0639,2023-12-06,B0639,NC,27213,23.5,60,Charged Off,A,credit card,122876,OWN,0.41,0.62,9805.16,8501.71
L0640,2022-06-30,B0640,CA,5114,13.3,36,Current,A,other,30336,OWN,0.5,0.69,260.63,0.0
L0641,2023-03-05,B0641,NC,37321,12.9,60,Fully Paid,G,credit card,72933,OWN,0.1,0.54,42135.41,0.0
L0642,2021-09-06,B0642,NY,8761,11.3,36,Fully Paid,A,credit card,114899,OWN,0.39,0.84,9750.99,0.0
L0643,2021-02-16,B0643,MI,32116,7.9,36,Late (31-120 days),A,other,75536,OWN,0.33,0.51,0.0,0.0
L0644,2021-08-02,B0644,NC,34768,14.8,36,Late (31-120 days),A,home improvement,99504,RENT,0.27,0.79,0.0,0.0
L0645,2021-08-27,B0645,CA,26426,7.6,36,Charged Off,B,debt consolidation,129214,RENT,0.15,0.58,5657.08,8575.97
L0646,2023-12-16,B0646,CA,18772,21.7,60,Current,A,other,81148,RENT,0.26,0.6,7853.16,0.0
L0647,2021-12-16,B0647,NC,39218,12.4,36,Fully Paid,C,other,143936,MORTGAGE,0.24,0.79,44081.03,0.0
L0648,2021-04-17,B0648,PA,4712,12.5,36,Current,C,credit card,46279,OWN,0.22,0.95,1012.2,0.0
